"Nummer";"EAN";"Name";"Einkaufspreis 1";"Endkundenpreis";"Bestand Hauptlager"
"14713";"";"RAPINDO, Pete Gefroren, 100g";;2.45;
"14714";"";"Daun Salam, 15 g (gefroren)";;1.99;
"14715";"";"NIVO MI CUP Soto-Geschmack 65g";;1.2;
"14716";"";"YUM-YUM, Instant-Nudeln Grillhähnchen, 70g";;0.39;
"14717";"";"KUDA MENJANGAN, Weizennudeln mit Ei, 200g";;1.89;0
"14718";"";"CAP BOENGA, Tapioka Mehl, 620g";;3.98;
"14720";"";"LOBO, Panko Brotmehl, 200g";;1.89;
"14721";"";"FINNA, Bumbu Soto Ayam, 50g";;0.99;
"14722";"";"FINNA, Würzige Indonesische Balinese, 50g";;0.99;
"14723";"";"FINNA, Würzige Indonesische Hähnchen, 50g";;0.99;
"14724";"";"FINNA, schwarzer Pfeffer-Sauce Rindfleisch, 50g";;0.99;
"14725";"";"FINNA, Indonesische Curry Paste, 50g";;0.99;
"14726";"";"FINNA, Gebratene Reis, 50g";;0.99;
"14727";"";"FINNA, Geschmortes Hähnchen in Kokosmilch, 50g";;0.99;
"14728";"";"FINNA, Rindfleischwürfel in Black Soße Suppe, 50g";;0.99;
"14729";"";"FINNA, Gemische Gemüse mit Kokosmilch-Suppe (Lodeh), 50g";;0.99;
"14730";"";"RAPINDO, Boemboe Bali, 50g";;0.99;
"14731";"";"RAPINDO, Boemboe Roedjak, 50g";;0.99;
"14732";"";"INDOFOOD, Kare Gewürze, 50g";;1.5;
"14733";"";"INDOFOOD, Hühnerfleisch Suppe Gewürze, 50g";;1.5;
"14734";"";"KOKITA, Gewürze für gelbe Reis, 350g";;2.03;
"14735";"";"RAPINDO, Indonesische Curry (Gule), 50g";;0.99;
"14736";"";"KOKITA, Gewürze für Sambal Balado, 60g";;0.74;
"14737";"";"HEALTHY BOY BRAND, Sojapaste mit Chili, 245g";;2.3;
"14738";"";"MOUNTAIN BRAND, Ajinotakara super seasoning (MSG) purity 99% up, 110g";;0.65;
"14739";"";"AJINOMOTO,  Umami seasoning (MSG) purity 99% up, 100g";;1.19;
"14740";"";"ROYCO, Bumbu Pelezat Kaldu Sapi sachet, 11g";;0.5;
"14741";"";"Bumbu Pelezat Kaldu Ayam Sachet, 100g";;3.5;0
"14742";"";"LUCULLUS, Kentjur Geschneidt, 50g";;1.89;
"14743";"";"TRS, scharfe rote Chili, 100g";;1.59;
"14744";"";"TRS, scharfe rote Chilipulver, 100g";;1.59;
"14745";"";"TRS, Zimtpulver, 100g";;1.69;
"14746";"";"TRS, Pfeffer Weiß, 100g";;1.69;
"14747";"";"TRS, schwarzer Pfeffer-Pulver, 100g";;1.45;
"14748";"";"TRS, getrocknete Lorbeerblätter, 30g";;1.69;
"14749";"";"TRS, Tandoori Masala, 100g";;1.69;
"14750";"";"H&S, Sternanis ganz, 50g";;0.99;
"14751";"";"INDOLAN, Kemirinuss, 1kg";;9;0
"14752";"";"TRS, Nelke, 50g";;1.89;
"14753";"";"TRS, Knoblauchpulver, 100g";;1.69;
"14754";"";"SRIKANDI, Kloewek, 100g";;2.84;
"14755";"";"TRS, Koriander, 100g";;1.69;
"14756";"";"TRS, Gr";;1.49;
"14758";"";"CAP WAYANG, Palm Zucker, 250g";;2.65;
"14759";"";"Cap Wayang, Palmzucker (javanischer Zucker), 250g";;2.49;
"14760";"";"SRIKANDI, Palmzucker, 250g";;1.59;
"14761";"";"DJITU, Palm Zucker Pulver aus Salatiga, 250 g";;2.49;
"14762";"";"COCOLAND, Palm Zucker bubuk 250g";;1.79;
"14763";"";"AMBITION, Ingwer Sirup, 300ml";;2.69;
"14764";"";"HALE`S BLUE BOY, Rosa Siroop, 710ml";;2.89;
"14765";"";"MARJAN, Sirup mit Erdbeerengeschmack, 420ml";;4.5;
"14766";"";"HALE`S BLUE BOY, Ananas Siroop, 710ml";;2.89;
"14767";"";"MARJAN, Sirup mit Vanillegeschmack, 460ml";;4.59;
"14768";"";"HALE`S BLUE BOY, Sirup Rasa Cream Soda, 710ml";;2.89;
"14769";"";"HALE`S BLUE BOY, Strawberry Siroop (Merah), 710ml";;2.89;
"14770";"";"TIGA RASA, Emping Blinjo frittiert, 150g";;1.99;
"14771";"";"TIGA RASA, Schnecke Krupuk frittiert, 70g";;1.89;
"14772";"";"TIGA RASA, gefarbte Fischchips aus Palembang, 60g";;1.99;
"14773";"";"TIGA RASA, Tofu Krupuk, 80g";;1.89;
"14774";"";"TIGA RASA, Emping Udang, 50g";;1.99;
"14775";"";"TIGA RASA, Emping süß-scharf, 70g";;1.99;
"14776";"";"TIGA RASA, Tempehchips, 125g";;2.49;
"14777";"";"TIGA RASA, Emping Boemboe, 160g";;2.59;
"14778";"";"TIGA RASA, Tempehchips, 125g";;1.99;
"14779";"";"TIGA RASA, Krupuk Palembang 9 cm, 60g";;1.99;
"14780";"";"TIGA RASA, scharfe Borrel, 80g";;1.99;
"14781";"";"TIGA RASA, Borrel Kroepoek, 70g";;1.34;
"14782";"";"TIGA RASA, Gendar Krupuk süß-scharf, 80g";;1.89;
"14783";"";"Srikandi, Garnelen Chips, 500g";;2.69;
"14784";"";"RAPINDO, Krupuk Kampoeng Pesta Bintang, 250g";;2.89;
"14785";"";"FINNA, Emping Melindjo, 250g";;2.49;
"14787";"";"Nivo, Emping Manis Labu, 300g";;4.06;
"14788";"";"RAPINDO, Gendar Special, 200g";;3.5;
"14789";"";"NIVO, Krupuk Palembang, 500 g";;5.89;
"14790";"";"FINNA, Zwiebelcrakers Fancy unfitiert";;2.5;
"14793";"";"MAMA, Nata de coco verschiedene Sorte, 240 g";;0.99;
"14794";"";"GOLDEN TURTLE, Scharfe Reis Cracker, 150g";;1.99;
"14795";"";"Nivo, Green Peas, 200g";;1.89;
"14796";"";"DUA KELINCI, Katom Polongku, 80g";;1.39;
"14797";"";"GOLDEN TURTLE, Japan Mix, 150g";;1.25;
"14798";"";"H&S, Banane Chips, 200g";;1.89;
"14799";"";"KUSUKA, Cassava Chips mit Italian Pizza-Geschmack, 200g";;2.5;
"14800";"";"RAPINDO, Koewe Kampoeng Pastel Koekjes, 250g";;2.99;
"14801";"";"RAPINDO, Satru Kacang Hijau, 300g";;2.69;
"14802";"";"X.O, Dried Mango";;0.99;
"14804";"";"GARUDA, Kacang Telur, 250g";;1.79;
"14805";"";"Srikandi, Bogor Nuss, 150g";;1.75;
"14806";"";"DEKA, Erdnüsse mit Teigüberzug Originalgeschmack, 450g";;3.69;
"14807";"";"GARUDA, Kacang Kulit Rasa Bawang, 140g";;2.09;
"14809";"";"DUA KELINCI, Kacang Garing Rasa Bawang Putih, 250g";;2.99;
"14810";"";"DEKA, Erdnüsse mit Teigüberzug Originalgeschmack, 225g";;1.89;
"14811";"";"HANAMI, Garnelencracker, 60g";;1.19;
"14812";"";"RAPINDO, Frittierte Rengginang, 125g";;2.39;
"14814";"";"SRIKANDI, aufgerollte Kuchen, 200g";;2.02;
"14815";"";"TIGA RASA, Opak Pedas, 80g";;1.49;
"14816";"";"TIGA RASA, Reis Crackers Salzig, 140g";;1.99;
"14817";"";"DUA KELINCI, DEKA Wafer Roll Choco Choco, 9g";;0.3;
"14818";"";"KUSUKA, Cassava Chips mit Smoked Beef Geschmack, 200g";;2.5;
"14819";"";"RAPINDO, Dorf Kuchen Scharfes Sumpia, 150g";;2.74;
"14821";"";"DUA KELINCI, Kacang atom BBQ, 80g";;1.19;
"14823";"";"DUA KELINCI, Sukro BBQ, 140 g";;1.89;
"14824";"";"DUA KELINCI, DEKA Wafer Roll Choco Nut, 9g";;0.3;
"14826";"";"SMILING FISH, Gebratene Makrele mit Tomate soße, 155g";;1.19;
"14827";"";"LIGO, Sardinen in Tomatensauce mit Chili, 155g";;1.19;
"14828";"";"SMILING FISH, gebratene Catfish mit Chilli, 90g";;1.49;
"14829";"";"THAI DANCER, Gebratene Knoblauch, 100g";;2.59;
"14830";"";"TIGA RASA, Kartoffel Balado, 200g";;3.2;
"14831";"";"ASIAN QUEEN, Röstzwieblen, 450g";;3.5;
"14832";"";"H&S, Röstzwieblen, 500g";;2.05;
"14833";"";"WONG COCO, Grasgelee, 250ml";;1.06;
"14834";"";"FANTA, Minuman Bersoda Rasa Strawberry, 325ml";;0.99;
"14835";"";"FANTA, Minuman Bersoda Warna Hijau, 325ml";;0.99;
"14836";"";"PANCHY, Kokosnusssaft, 250ml";;0.69;
"14837";"";"Panchy, Litschisaft, 250ml";;0.69;
"14838";"";"Panchy, Guavasaft, 250ml";;0.69;
"14839";"";"Panchy, Manggosaft, 250ml";;0.69;
"14842";"";"FOCO, Gerösteter Kokosnusssaft, 350 ml";;1.5;
"14844";"";"TORA BIKA, Cappuccino einzeln, 25g";;0.99;
"14845";"";"INDOTATIS, Dolok Sanggul Linthong ganze Kaffebohne 500g";;7;
"14846";"";"INDOTATIS, Sidikalang ganze Kaffebohne";;12;
"14847";"";"LONCENG, Jamu Benalu (Tee), 50g";;1.49;
"14848";"";"INTRA, Reis- u. Gewürzliliegetränke, 20x22,5g";;4.99;
"14849";"";"NESTLE, Susu Carnation Caramel, 397g";;1.99;
"14850";"";"SOSRO, Teh Botol Jasmintee, 1 Karton, 24x250ml";;15;
"14851";"";"GOALPARA, Grüne Tea 25 pcs, 50g";;1.99;
"14852";"";"SOSRO, Schwarze Tea 25 pcs, 50g";;3;
"14853";"";"SOSRO, Jasmine Tea 25 pcs, 50g";;2.99;
"14855";"";"SOSRO, Teh Botol Jasmine Tea Less Sugar, 1 Karton, 24x250ml";;18;
"14856";"";"SOSRO, Teh Botol Jasmine Tee in Packung, 12x1l";;25;
"14857";"";"GOLDEN CHILD, Fan von Bambus-Sticks";;3.9;
"14858";"";"RAPINDO, Stein Kugel, Durchmesser 20 cm";;8.5;
"14859";"";"PP, Bambu Tusuk Sate Stäbchen 8-inchi 200 pcs";;1.99;
"14860";"";"COCOGREEN, Snap Grillbriketts aus Kokosnussschalen, 1000g";;5.9;
"14861";"";"RAPINDO, Scharfe Sojasoße, 330ml";;3.59;
"14862";"";"ABC, Sojasußesauce, 320ml";;2.29;
"14864";"";"RAPINDO, Sambal Terasi, 250g";;3.19;
"14865";"";"DOUBLE HORSE, Knoblauch-Chilisoße, 227g";;2.29;
"14866";"";"WENDJO, Sambal Oelek, 725g";;1.69;
"14868";"";"NESIA Chilipaste Bajak Scharf 230g";;3.5;
"14869";"";"MAEKRUA, Austernsoße, 4500ml";;14.95;
"14870";"";"Healthy Boybrand, Thick Oyster flavored sauce 300 ml";;1.99;
"14871";"";"BALPIRIK, Eukalyptusbalsam, 20g";;2.5;
"14872";"";"RHEUMASON, Balsem Gosok Hijau, 15g";;2.99;
"14873";"";"CAP TAWON, Minyak Gosok Tawon EE, 60ml";;5;
"14874";"";"RHEUMASON, Balsam-Blau, 15g";;2.69;
"14875";"";"Tiger Balm Weiß 20 gr";;3.5;
"14876";"";"Cap Tawon, Minyak Gosok FF, 60 ml";;6;
"14877";"";"Cap Tawon, Minyak Gosok FF 60ml";;5;
"14878";"";"ORCHID, Dandang serbaguna, 22cm";;15;
"14880";"";"KOEPOE-KOEPOE, Aroma Pasta Durian, 30ml";;1.9;
"14881";"";"KOEPOE-KOEPOE, Aroma Pasta Rosen, 30ml";;1.9;
"14882";"";"KOEPOE-KOEPOE, Back-Hilfsmittel Ovalett, 75g";;2.45;
"14883";"";"KOEPOE-KOEPOE, Aroma Pasta Cocopandan, 25ml";;1.9;
"14884";"";"KOEPOE-KOEPOE, Aroma Pasta Pisang Ambon, 30ml";;1.9;
"14885";"";"KOEPOE-KOEPOE, Aroma Pasta Vanillie, 30ml";;1.9;
"14886";"";"KOEPOE-KOEPOE, Cream of Tartar, 43g";;1.75;
"14887";"";"KOEPOE-KOEPOE, gelber Lebensmittelfarbstoff, 30ml";;0.5;
"14888";"";"KOEPOE-KOEPOE, Aroma Pasta Jackfruit, 30ml";;1.9;
"14889";"";"KOEPOE-KOEPOE, Aroma Pasta Mocca, 30 ml";;1.9;
"14890";"";"KOEPOE-KOEPOE, Aroma pasta Nanas, 30 ml";;1.9;
"14891";"";"KARA, Kokosmilchpulver 50g";;1;
"14893";"";"RAPINDO, Tampah aus Bambus, Diameter 60cm";;7.49;
"14894";"";"RAPINDO, Tampah aus Bambus, Diameter 40cm";;5.79;
"14895";"";"";;0;
"14896";"";"";;0;
"14897";"";"";;0;
"14898";"";"";;0;
"14899";"";"";;0;
"14900";"";"";;0;
"14901";"";"";;0;
"14902";"";"";;0;
"14903";"";"";;0;
"14904";"";"";;0;
"14905";"";"";;0;
"14906";"";"";;0;
"14907";"";"";;0;
"14908";"";"";;0;
"14909";"";"";;0;
"14911";"";"dummy test";;0;
"14912";"";"18045";;0;
"14913";"";"";;0;
"14914";"";"";;0;
"14915";"";"";;0;
"14916";"";"";;0;
"14917";"";"";;0;
"14918";"";"";;0;
"14919";"";"";;0;
"15014";"";"15014";;0;
"15015";"";"15015";;0;
"15016";"";"15016";;0;
"15017";"";"15017";;0;
"15018";"";"15018";;0;
"15019";"";"15019";;0;
"15020";"";"15020";;0;
"15021";"";"15021";;0;
"15022";"";"15022";;0;
"15023";"";"15023";;0;
"15024";"";"15024";;0;
"15025";"";"15025";;0;
"15026";"";"15026";;0;
"15027";"";"15027";;0;
"15028";"";"15028";;0;
"15029";"";"15029";;0;
"15030";"";"15030";;0;
"16075";"";"16075";;0;
"16076";"";"16076";;0;
"16077";"";"16077";;0;
"16078";"";"16078";;0;
"16079";"";"16079";;0;
"16080";"";"16080";;0;
"16081";"";"16081";;0;
"16082";"";"16082";;0;
"16083";"";"16083";;0;
"16084";"";"16084";;0;
"16085";"";"16085";;0;
"17115";"";"17115";;0;
"18035";"";"18035";;0;
"18036";"";"18036";;0;
"18037";"";"18037";;0;
"18038";"";"18038";;0;
"18039";"";"18039";;0;
"18040";"";"18040";;0;
"18041";"";"18041";;0;
"18042";"";"18042";;0;
"18043";"";"18043";;0;
"18044";"";"18044";;0;
"18045";"";"18045";;0;
"19039";"";"19039";;0;
"19040";"";"19040";;0;
"19041";"";"19041";;0;
"19042";"";"19042";;0;
"19043";"";"19043";;0;
"19044";"";"19044";;0;
"19045";"";"19045";;0;
"19046";"";"19046";;0;
"19047";"";"19047";;0;
"19048";"";"19048";;0;
"19049";"";"19049";;0;
"19050";"";"19050";;0;
"20034";"";"20034";;0;
"20035";"";"20035";;0;
"20036";"";"20036";;0;
"20037";"";"20037";;0;
"20038";"";"20038";;0;
"20039";"";"20039";;0;
"20040";"";"20040";;0;
"21105";"";"21105";;0;
"22011";"";"22011";;0;
"22012";"";"22012";;0;
"22013";"";"22013";;0;
"22014";"";"22014";;0;
"22015";"";"22015";;0;
"22016";"";"22016";;0;
"22017";"";"22017";;0;
"22018";"";"22018";;0;
"22019";"";"22019";;0;
"22020";"";"22020";;0;
"22021";"";"22021";;0;
"22022";"";"22022";;0;
"22023";"";"22023";;0;
"22024";"";"22024";;0;
"22025";"";"22025";;0;
"23038";"";"23038";;0;
"23039";"";"23039";;0;
"23040";"";"23040";;0;
"23041";"";"23041";;0;
"23042";"";"23042";;0;
"23043";"";"23043";;0;
"23044";"";"23044";;0;
"23045";"";"23045";;0;
"23046";"";"23046";;0;
"23047";"";"23047";;0;
"23048";"";"23048";;0;
"23049";"";"23049";;0;
"23050";"";"23050";;0;
"24011";"";"24011";;0;
"24012";"";"24012";;0;
"24013";"";"24013";;0;
"24014";"";"24014";;0;
"24015";"";"24015";;0;
"24016";"";"24016";;0;
"24017";"";"24017";;0;
"24018";"";"24018";;0;
"24019";"";"24019";;0;
"24020";"";"24020";;0;
"24021";"";"24021";;0;
"24022";"";"24022";;0;
"24023";"";"24023";;0;
"24024";"";"24024";;0;
"24025";"";"24025";;0;
"25007";"";"OH AIK GUAN, Sesame Oil, 150 ml";;3.57;
"25013";"";"25013";;0;
"25014";"";"25014";;0;
"25015";"";"25015";;0;
"25016";"";"25016";;0;
"25017";"";"25017";;0;
"25018";"";"25018";;0;
"25019";"";"25019";;0;
"25020";"";"25020";;0;
"26001";"";"26001";;0;
"26002";"";"26002";;0;
"26003";"";"26003";;0;
"26004";"";"26004";;0;
"26005";"";"26005";;0;
"26006";"";"26006";;0;
"26007";"";"26007";;0;
"26008";"";"26008";;0;
"26009";"";"26009";;0;
"26010";"";"26010";;0;
"26011";"";"26011";;0;
"26012";"";"26012";;0;
"26013";"";"26013";;0;
"26014";"";"26014";;0;
"26015";"";"26015";;0;
"27013";"";"27013";;0;
"27014";"";"27014";;0;
"27015";"";"27015";;0;
"27016";"";"27016";;0;
"27017";"";"27017";;0;
"27018";"";"27018";;0;
"27019";"";"27019";;0;
"27020";"";"27020";;0;
"27021";"";"27021";;0;
"27022";"";"27022";;0;
"27023";"";"27023";;0;
"27024";"";"27024";;0;
"27025";"";"27025";;0;
"28097";"";"28097";;0;
"28098";"";"28098";;0;
"28099";"";"28099";;0;
"28100";"";"28100";;0;
"28101";"";"28101";;0;
"28102";"";"28102";;0;
"28103";"";"28103";;0;
"28104";"";"28104";;0;
"28105";"";"28105";;0;
"29025";"";"29025";;0;
"29026";"";"29026";;0;
"29027";"";"29027";;0;
"29028";"";"29028";;0;
"29029";"";"29029";;0;
"29030";"";"29030";;0;
"29031";"";"29031";;0;
"29032";"";"29032";;0;
"29033";"";"29033";;0;
"29034";"";"29034";;0;
"29035";"";"29035";;0;
"29036";"";"29036";;0;
"29037";"";"29037";;0;
"29038";"";"29038";;0;
"29039";"";"29039";;0;
"29040";"";"29040";;0;
"30021";"";"30021";;0;
"30022";"";"30022";;0;
"30023";"";"30023";;0;
"30024";"";"30024";;0;
"30025";"";"30025";;0;
"30026";"";"30026";;0;
"30027";"";"30027";;0;
"30028";"";"30028";;0;
"30029";"";"30029";;0;
"30030";"";"30030";;0;
"30031";"";"30031";;0;
"30032";"";"30032";;0;
"30033";"";"30033";;0;
"30034";"";"30034";;0;
"30035";"";"30035";;0;
"31023";"";"31023";;0;
"31024";"";"31024";;0;
"31025";"";"31025";;0;
"31026";"";"31026";;0;
"31027";"";"31027";;0;
"31028";"";"31028";;0;
"31029";"";"31029";;0;
"31030";"";"31030";;0;
"31031";"";"31031";;0;
"31032";"";"31032";;0;
"31033";"";"31033";;0;
"31034";"";"31034";;0;
"31035";"";"31035";;0;
"32091";"";"ECUADOR TROPICAL GOURMET, Plantain Chips Spicy, 85 g";;0.99;
"32159";"";"32159";;0;
"32179";"";"32179";;0;
"32180";"";"32180";;0;
"33023";"";"33023";;0;
"33024";"";"33024";;0;
"33025";"";"33025";;0;
"33026";"";"33026";;0;
"33027";"";"33027";;0;
"33028";"";"33028";;0;
"33029";"";"33029";;0;
"33030";"";"33030";;0;
"33031";"";"33031";;0;
"33032";"";"33032";;0;
"33033";"";"33033";;0;
"33034";"";"33034";;0;
"33035";"";"33035";;0;
"33036";"";"33036";;0;
"33037";"";"33037";;0;
"33038";"";"33038";;0;
"33039";"";"33039";;0;
"33040";"";"33040";;0;
"34000";"";"COCON, Bon-Bon mit Traube Geschmack(Grape Gummy), 100 g";;1.25;
"34002";"";"ESPREZZO, Kaffe Mocha Bonbon, 165 g";;1.99;
"34003";"";"ESPREZZO, Kaffee Vanille Bonbon, 165 g";;1.99;
"34009";"";"ESPREZZO, Schwarze Kaffee Bonbon, 165g";;1.99;
"34010";"";"COCON, Manggo Gummy, 150g";;1.79;
"34017";"";"34017";;0;
"34018";"";"34018";;0;
"34019";"";"34019";;0;
"34020";"";"34020";;0;
"34021";"";"34021";;0;
"34022";"";"34022";;0;
"34023";"";"34023";;0;
"34024";"";"34024";;0;
"34025";"";"34025";;0;
"34026";"";"34026";;0;
"34027";"";"34027";;0;
"34028";"";"34028";;0;
"34029";"";"34029";;0;
"34030";"";"34030";;0;
"35026";"";"PONDAN, Gedämpfter Kuchen geformt Rosen, 400g";;2.99;
"35028";"";"PONDAN, Brownies Kukus, 400g";;2;
"35050";"";"RAPINDO, Sagu Mutiara, 100g";;1.99;
"35093";"";"35093";;0;
"35094";"";"35094";;0;
"35095";"";"35095";;0;
"35096";"";"35096";;0;
"35097";"";"35097";;0;
"35098";"";"35098";;0;
"35099";"";"35099";;0;
"35100";"";"35100";;0;
"35101";"";"35101";;0;
"35102";"";"35102";;0;
"35103";"";"35103";;0;
"35104";"";"35104";;0;
"35105";"";"35105";;0;
"36026";"";"36026";;0;
"36027";"";"36027";;0;
"36028";"";"36028";;0;
"36029";"";"36029";;0;
"36030";"";"36030";;0;
"36031";"";"36031";;0;
"36032";"";"36032";;0;
"36033";"";"36033";;0;
"36034";"";"36034";;0;
"36035";"";"36035";;0;
"36036";"";"36036";;0;
"36037";"";"36037";;0;
"36038";"";"36038";;0;
"36039";"";"36039";;0;
"36040";"";"36040";;0;
"37008";"";"MEDJOOL, Datteln 450g";4.49;6.5;0
"37011";"";"37011";;0;
"37012";"";"37012";;0;
"37013";"";"37013";;0;
"37014";"";"37014";;0;
"37015";"";"37015";;0;
"37016";"";"37016";;0;
"37017";"";"37017";;0;
"37018";"";"37018";;0;
"37019";"";"37019";;0;
"37020";"";"37020";;0;
"38022";"";"Treiber Frittierter Tofu, 450g";;2.29;0
"38025";"";"38025";;0;
"38026";"";"38026";;0;
"38027";"";"38027";;0;
"38028";"";"38028";;0;
"38029";"";"38029";;0;
"38030";"";"38030";;0;
"38031";"";"38031";;0;
"38032";"";"38032";;0;
"38033";"";"38033";;0;
"38034";"";"38034";;0;
"38035";"";"38035";;0;
"38036";"";"38036";;0;
"38037";"";"38037";;0;
"38038";"";"38038";;0;
"38039";"";"38039";;0;
"38040";"";"38040";;0;
"39051";"";"39051";;0;
"39052";"";"39052";;0;
"39053";"";"39053";;0;
"39054";"";"39054";;0;
"39055";"";"39055";;0;
"39056";"";"39056";;0;
"39057";"";"39057";;0;
"39058";"";"39058";;0;
"39059";"";"39059";;0;
"39060";"";"39060";;0;
"40010";"";"40010";;0;
"40011";"";"40011";;0;
"40012";"";"40012";;0;
"40013";"";"40013";;0;
"40014";"";"40014";;0;
"40015";"";"40015";;0;
"40016";"";"40016";;0;
"40017";"";"40017";;0;
"40018";"";"40018";;0;
"40019";"";"40019";;0;
"40020";"";"40020";;0;
"40021";"";"40021";;0;
"40022";"";"40022";;0;
"40023";"";"40023";;0;
"40024";"";"40024";;0;
"40025";"";"40025";;0;
"41013";"";"41013";;0;
"41014";"";"41014";;0;
"41015";"";"41015";;0;
"41016";"";"41016";;0;
"41017";"";"41017";;0;
"41018";"";"41018";;0;
"41019";"";"41019";;0;
"41020";"";"41020";;0;
"41021";"";"41021";;0;
"41022";"";"41022";;0;
"41023";"";"41023";;0;
"41024";"";"41024";;0;
"41025";"";"41025";;0;
"41026";"";"41026";;0;
"41027";"";"41027";;0;
"41028";"";"41028";;0;
"41029";"";"41029";;0;
"41030";"";"41030";;0;
"42025";"";"42025";;0;
"42026";"";"42026";;0;
"42027";"";"42027";;0;
"42028";"";"42028";;0;
"42029";"";"42029";;0;
"42030";"";"42030";;0;
"42031";"";"42031";;0;
"42032";"";"42032";;0;
"42033";"";"42033";;0;
"42034";"";"42034";;0;
"42035";"";"42035";;0;
"42036";"";"42036";;0;
"42037";"";"42037";;0;
"42038";"";"42038";;0;
"42039";"";"42039";;0;
"42040";"";"42040";;0;
"50027";"";"50027";;0;
"50028";"";"50028";;0;
"50029";"";"50029";;0;
"50030";"";"50030";;0;
"50031";"";"50031";;0;
"50032";"";"50032";;0;
"50033";"";"50033";;0;
"50034";"";"50034";;0;
"50035";"";"50035";;0;
"50036";"";"50036";;0;
"50037";"";"50037";;0;
"50038";"";"50038";;0;
"50039";"";"50039";;0;
"50040";"";"50040";;0;
"51059";"";"51059";;0;
"51060";"";"51060";;0;
"51061";"";"51061";;0;
"51062";"";"51062";;0;
"51063";"";"51063";;0;
"51064";"";"51064";;0;
"51065";"";"51065";;0;
"52010";"";"52010";;0;
"52011";"";"52011";;0;
"52012";"";"52012";;0;
"52013";"";"52013";;0;
"52014";"";"52014";;0;
"52015";"";"52015";;0;
"52016";"";"52016";;0;
"52017";"";"52017";;0;
"52018";"";"52018";;0;
"52019";"";"52019";;0;
"52020";"";"52020";;0;
"52021";"";"52021";;0;
"52022";"";"52022";;0;
"52023";"";"52023";;0;
"52024";"";"52024";;0;
"52025";"";"52025";;0;
"53000";"";"53000";;0;
"53001";"";"53001";;0;
"53002";"";"53002";;0;
"53003";"";"53003";;0;
"53004";"";"53004";;0;
"53005";"";"53005";;0;
"53006";"";"53006";;0;
"53007";"";"53007";;0;
"53008";"";"53008";;0;
"53009";"";"53009";;0;
"53010";"";"53010";;0;
"54002";"";"85, Javanische Ingwersaft, 10x20g";;3.99;
"54011";"";"OKF Purple Smoothie";;0;
"54012";"";"OKF Green Smoothie";;0;
"54013";"";"OKF Orange Smoothie";;0;
"54014";"";"OKF Yellow Smoothie";;0;
"54015";"";"54015";;0;
"54016";"";"54016";;0;
"54017";"";"54017";;0;
"54018";"";"54018";;0;
"54019";"";"54019";;0;
"54027";"";"54027";;0;
"54028";"";"54028";;0;
"54029";"";"54029";;0;
"54030";"";"54030";;0;
"54031";"";"54031";;0;
"54032";"";"54032";;0;
"54033";"";"54033";;0;
"54034";"";"54034";;0;
"54035";"";"54035";;0;
"55018";"";"55018";;0;
"55019";"";"55019";;0;
"55020";"";"55020";;0;
"55021";"";"55021";;0;
"55022";"";"55022";;0;
"55023";"";"55023";;0;
"55024";"";"55024";;0;
"55025";"";"55025";;0;
"55026";"";"55026";;0;
"55027";"";"55027";;0;
"55028";"";"55028";;0;
"55029";"";"55029";;0;
"55030";"";"55030";;0;
"55031";"";"55031";;0;
"55032";"";"55032";;0;
"55033";"";"55033";;0;
"55034";"";"55034";;0;
"55035";"";"55035";;0;
"56045";"";"Paldo, Aloe Vera, 500ml";;1.5;0
"57002";"";"57002";;0;
"57003";"";"57003";;0;
"57004";"";"57004";;0;
"57005";"";"57005";;0;
"57006";"";"57006";;0;
"57007";"";"57007";;0;
"57008";"";"57008";;0;
"57009";"";"57009";;0;
"57010";"";"57010";;0;
"57011";"";"57011";;0;
"57012";"";"57012";;0;
"57013";"";"57013";;0;
"57014";"";"57014";;0;
"57015";"";"57015";;0;
"70052";"";"70052";;0;
"70053";"";"70053";;0;
"70054";"";"70054";;0;
"70055";"";"70055";;0;
"70056";"";"70056";;0;
"70057";"";"70057";;0;
"70058";"";"70058";;0;
"70059";"";"70059";;0;
"70060";"";"70060";;0;
"80007";"";"80007";;0;
"80008";"";"80008";;0;
"80009";"";"80009";;0;
"80010";"";"80010";;0;
"80011";"";"80011";;0;
"80012";"";"80012";;0;
"80013";"";"80013";;0;
"80014";"";"80014";;0;
"80015";"";"80015";;0;
"80016";"";"80016";;0;
"80017";"";"80017";;0;
"80018";"";"80018";;0;
"80019";"";"80019";;0;
"80020";"";"80020";;0;
"81010";"";"Minyak Telon, 60ml";;4.09;
"81022";"";"81022";;0;
"81023";"";"81023";;0;
"81024";"";"81024";;0;
"81025";"";"81025";;0;
"81026";"";"81026";;0;
"81027";"";"81027";;0;
"81028";"";"81028";;0;
"81029";"";"81029";;0;
"81030";"";"81030";;0;
"82003";"";"82003";;0;
"82004";"";"82004";;0;
"82005";"";"82005";;0;
"82006";"";"82006";;0;
"82007";"";"82007";;0;
"82008";"";"82008";;0;
"82009";"";"82009";;0;
"82010";"";"82010";;0;
"82011";"";"82011";;0;
"82012";"";"82012";;0;
"82013";"";"82013";;0;
"82014";"";"82014";;0;
"82015";"";"82015";;0;
"82016";"";"82016";;0;
"82017";"";"82017";;0;
"82018";"";"82018";;0;
"82019";"";"82019";;0;
"82020";"";"82020";;0;
"82021";"";"82021";;0;
"82022";"";"82022";;0;
"82023";"";"82023";;0;
"82024";"";"82024";;0;
"82025";"";"82025";;0;
