"Artikel-Nr.";"Ean";"Name";"Verkaufte Menge";"Umsatz Brutto";"Tags";"Lieferant";"Hersteller";"Herstellernummer"
"";"null";"null";"12";"26,72";"";" ";"null";"null"
"";"null";"null";"2";"26,56";"";" ";"null";"null"
"";"null";"null";"14";"26,46";"";" ";"null";"null"
"";"null";"null";"23";"26,45";"";" ";"null";"null"
"20031";"8850367100118";"CHAOKOH, Kokosmilch, 500 mL";"12";"26,28";"";" ";"CHAOKOH";""
"56052";"8718868283009";"I AM SUPER JUICE, Stachelanonesaft, 330 ml";"22";"26,18";"";" ";"I AM SUPER JUICE";""
"";"null";"null";"68";"26,13";"";" ";"null";"null"
"";"null";"null";"19";"26,10";"";" ";"null";"null"
"";"null";"null";"9";"26,01";"";" ";"null";"null"
"";"null";"null";"9";"26,01";"";" ";"null";"null"
"";"null";"null";"1";"26,00";"";" ";"null";"null"
"14029";"8992770154033";"SAJIKU, Capcay Gewürze, 20g";"26";"26,00";"";" ";"SAJIKU";""
"14458";"8850521672215";"GOLDEN CHEF, Geschälte Mungbohnen, 400g";"16";"25,88";"";" ";"GOLDEN CHEF";""
"24010";"8850206117123";"HEALTHY BOY BRAND, Austernsauce, 300ml";"13";"25,87";"";" ";"HEALTHY BOY BRAND";""
"";"null";"null";"13";"25,87";"";" ";"null";"null"
"";"null";"null";"7";"25,83";"";" ";"null";"null"
"";"null";"null";"7";"25,83";"";" ";"null";"null"
"";"null";"null";"20";"25,80";"";" ";"null";"null"
"";"null";"null";"13";"25,67";"";" ";"null";"null"
"";"null";"null";"2";"25,65";"";" ";"null";"null"
"21024";"8728200180040";"WIND MILL, Chilipaste Sambel Oelek, 370 g";"12";"25,59";"";" ";"WIND MILL";""
"42011";"8850706000307";"CHIU CHOW, Gedampft Fisch Ball, 200 g";"10";"25,54";"";" ";"CHIU CHOW";""
"";"null";"null";"17";"25,50";"";" ";"null";"null"
"";"null";"null";"17";"25,50";"";" ";"null";"null"
"";"null";"null";"15";"25,32";"";" ";"null";"null"
"";"null";"null";"22";"25,30";"";" ";"null";"null"
"42001";"8850706000345";"CHIU CHOW, Fischbällchen mit Seetang, 200 g";"10";"25,28";"";" ";"CHIU CHOW";""
"";"null";"null";"13";"25,27";"";" ";"null";"null"
"";"null";"null";"8";"25,20";"";" ";"null";"null"
"";"null";"null";"21";"25,20";"";" ";"null";"null"
"";"null";"null";"1";"25,00";"";" ";"null";"null"
"";"null";"null";"1";"25,00";"";" ";"null";"null"
"";"null";"null";"1";"25,00";"";" ";"null";"null"
"";"null";"null";"21";"24,99";"";" ";"null";"null"
"35091";"8927122887727";"NESIA, Kapoer Sirih, 100 g";"22";"24,97";"";" ";"NESIA";""
"";"null";"null";"12";"24,96";"";" ";"null";"null"
"";"null";"null";"64";"24,96";"";" ";"null";"null"
"35016";"8992984821424";"KOEPOE-KOEPOE, VX, 45 g";"13";"24,77";"";" ";"KOEPOE-KOEPOE";""
"";"null";"null";"25";"24,75";"";" ";"null";"null"
"";"null";"null";"20";"24,73";"";" ";"null";"null"
"36013";"044738075190";"CHAOKOH, Longan in Sirup, 565g";"13";"24,69";"";" ";"CHAOKOH";""
"";"null";"null";"10";"24,55";"";" ";"null";"null"
"";"null";"null";"7";"24,50";"";" ";"null";"null"
"";"null";"null";"7";"24,50";"";" ";"null";"null"
"";"null";"null";"7";"24,50";"";" ";"null";"null"
"";"null";"null";"7";"24,50";"";" ";"null";"null"
"";"null";"null";"7";"24,50";"";" ";"null";"null"
"";"null";"null";"7";"24,50";"";" ";"null";"null"
"35019";"8992984850110";"KOEPOE-KOEPOE, rote Lebensmittelfarbe, 30 ml";"13";"24,32";"";" ";"KOEPOE-KOEPOE";""
"";"null";"null";"10";"24,26";"";" ";"null";"null"
"";"null";"null";"10";"24,26";"";" ";"null";"null"
"";"null";"null";"10";"24,25";"";" ";"null";"null"
"17114";"8853085000647";"X.O, Instant Tom Yum Paste, 227 g";"9";"24,21";"";" ";"X.O";""
"";"null";"null";"21";"24,15";"";" ";"null";"null"
"";"null";"null";"8";"24,08";"";" ";"null";"null"
"";"null";"null";"1";"24,00";"";" ";"null";"null"
"40009";"40009";"Tjendrawasih, Spekkoek Original, 700g";"3";"24,00";"";" ";"Tjendrawasih";""
"";"null";"null";"6";"24,00";"";" ";"null";"null"
"16015";"8852646010255";"THAI DANCER, Getrocknete Zitrone Blatter, 25g";"16";"24,00";"";" ";"THAI DANCER";""
"";"null";"null";"16";"24,00";"";" ";"null";"null"
"";"null";"null";"14";"23,98";"";" ";"null";"null"
"";"null";"null";"12";"23,88";"";" ";"null";"null"
"";"null";"null";"4";"23,80";"";" ";"null";"null"
"";"null";"null";"12";"23,79";"";" ";"null";"null"
"70046";"8927122886980";"JAWA, Cendol Sieb 26 cm";"8";"23,70";"";" ";"JAWA";""
"";"null";"null";"9";"23,41";"";" ";"null";"null"
"";"null";"null";"6";"23,41";"";" ";"null";"null"
"";"null";"null";"12";"23,40";"";" ";"null";"null"
"";"null";"null";"60";"23,40";"";" ";"null";"null"
"";"null";"null";"60";"23,32";"";" ";"null";"null"
"";"null";"null";"13";"23,27";"";" ";"null";"null"
"";"null";"null";"1";"23,00";"";" ";"null";"null"
"";"null";"null";"4";"23,00";"";" ";"null";"null"
"";"null";"null";"20";"23,00";"";" ";"null";"null"
"";"null";"null";"5";"22,95";"";" ";"null";"null"
"";"null";"null";"8";"22,80";"";" ";"null";"null"
"";"null";"null";"19";"22,80";"";" ";"null";"null"
"";"null";"null";"12";"22,80";"";" ";"null";"null"
"";"null";"null";"16";"22,72";"";" ";"null";"null"
"11028";"9310432002185";"DOUBLE PHOENIX, Schnellkochnudeln, 500 g";"12";"22,68";"";" ";"";""
"";"null";"null";"12";"22,68";"";" ";"null";"null"
"19033";"857451000307";"MEGA, Sardinen in Tomatensauce, 155 g";"13";"22,57";"";" ";"MEGA";""
"10007";"8936044400020";"BANH TRANG VIET NAM, Reis Papier 22cm, 500g";"9";"22,50";"";" ";"BANH TRANG VIET NAM";""
"";"null";"null";"3";"22,50";"";" ";"null";"null"
"";"null";"null";"3";"22,50";"";" ";"null";"null"
"";"null";"null";"3";"22,50";"";" ";"null";"null"
"";"null";"null";"9";"22,50";"";" ";"null";"null"
"";"null";"null";"9";"22,50";"";" ";"null";"null"
"";"null";"null";"15";"22,50";"";" ";"null";"null"
"";"null";"null";"9";"22,50";"";" ";"null";"null"
"";"null";"null";"9";"22,50";"";" ";"null";"null"
"";"null";"null";"16";"22,50";"";" ";"null";"null"
"13010";"8728200404122";"WIND MILL, Klebreismehl, 400 g";"15";"22,20";"";" ";"WAI WAI";""
"";"null";"null";"6";"22,14";"";" ";"null";"null"
"23033";"8850206011025";"HEALTHY BOY BRAND, Helle Soja Soße, 700 ml";"8";"22,04";"";" ";"HEALTHY BOY BRAND";""
"";"null";"null";"19";"22,03";"";" ";"null";"null"
"";"null";"null";"4";"22,00";"";" ";"null";"null"
"";"null";"null";"2";"22,00";"";" ";"null";"null"
"";"null";"null";"4";"22,00";"";" ";"null";"null"
"42010";"42010";"Warung Bakso, Bakso Komplit";"2";"22,00";"";" ";"Warung Bakso";""
"54006";"8927122990304";"NESIA, Kumis Kucing Blätter, 50 g";"9";"22,00";"";" ";"NESIA";""
"33001";"9556437001413";"COCON, Pudding Mango, 6x80 g";"11";"21,99";"";" ";"COCON";""
"";"null";"null";"13";"21,97";"";" ";"null";"null"
"";"null";"null";"17";"21,93";"";" ";"null";"null"
"";"null";"null";"11";"21,89";"";" ";"null";"null"
"";"null";"null";"19";"21,85";"";" ";"null";"null"
"";"null";"null";"19";"21,85";"";" ";"null";"null"
"";"null";"null";"56";"21,84";"";" ";"null";"null"
"";"null";"null";"31";"21,70";"";" ";"null";"null"
"";"null";"null";"11";"21,69";"";" ";"null";"null"
"";"null";"null";"18";"21,58";"";" ";"null";"null"
"56037";"8850389115404";"MOGU-MOGU, Blackcurrantgeschmack, 320ml";"18";"21,53";"";" ";"MOGU-MOGU";""
"";"null";"null";"8";"21,52";"";" ";"null";"null"
"";"null";"null";"8";"21,52";"";" ";"null";"null"
"";"null";"null";"8";"21,52";"";" ";"null";"null"
"";"null";"null";"11";"21,45";"";" ";"null";"null"
"";"null";"null";"8";"21,44";"";" ";"null";"null"
"";"null";"null";"18";"21,42";"";" ";"null";"null"
"42007";"8850706000246";"CHIU CHOW, Fischbällchen gebraten, 200 g";"9";"21,24";"";" ";"CHIU CHOW";""
"";"null";"null";"6";"21,18";"";" ";"null";"null"
"";"null";"null";"8";"21,12";"";" ";"null";"null"
"";"null";"null";"6";"21,00";"";" ";"null";"null"
"";"null";"null";"13";"21,00";"";" ";"null";"null"
"";"null";"null";"7";"21,00";"";" ";"null";"null"
"";"null";"null";"2";"21,00";"";" ";"null";"null"
"28095";"8992210100163";"BALAND, Tempe Chips 2x3cm, 250 g";"6";"21,00";"";" ";"BALANDBAMBU";""
"";"null";"null";"2";"21,00";"";" ";"null";"null"
"";"null";"null";"6";"21,00";"";" ";"null";"null"
"";"null";"null";"14";"21,00";"";" ";"null";"null"
"";"null";"null";"10";"20,91";"";" ";"null";"null"
"35017";"8992984850615";"KOEPOE-KOEPOE, grüne Lebensmittelfarbe, 30 ml";"11";"20,80";"";" ";"KOEPOE-KOEPOE";""
"";"null";"null";"185";"20,72";"";" ";"null";"null"
"";"null";"null";"3";"20,70";"";" ";"null";"null"
"";"null";"null";"18";"20,70";"";" ";"null";"null"
"";"null";"null";"6";"20,65";"";" ";"null";"null"
"";"null";"null";"11";"20,50";"";" ";"null";"null"
"17091";"044738102353";"MAE PLOY, Thai Currypaste Grün, 400 g";"7";"20,36";"";" ";"MAE PLOY";""
"";"null";"null";"5";"20,35";"";" ";"null";"null"
"";"null";"null";"6";"20,30";"";" ";"null";"null"
"";"null";"null";"52";"20,28";"";" ";"null";"null"
"";"null";"null";"7";"20,23";"";" ";"null";"null"
"";"null";"null";"7";"20,23";"";" ";"null";"null"
"";"null";"null";"7";"20,23";"";" ";"null";"null"
"";"null";"null";"17";"20,23";"";" ";"null";"null"
"";"null";"null";"8";"20,18";"";" ";"null";"null"
"";"null";"null";"14";"20,02";"";" ";"null";"null"
"";"null";"null";"1";"20,00";"";" ";"null";"null"
"";"null";"null";"5";"20,00";"";" ";"null";"null"
"14031";"8992770054036";"SAJIKU, Nasi Goreng Pedas, 20 g";"19";"20,00";"";" ";"SAJIKU";""
"";"null";"null";"8";"20,00";"";" ";"null";"null"
"";"null";"null";"5";"20,00";"";" ";"null";"null"
"";"null";"null";"1";"20,00";"";" ";"null";"null"
"";"null";"null";"8";"20,00";"";" ";"null";"null"
"";"null";"null";"5";"20,00";"";" ";"null";"null"
"";"null";"null";"4";"19,96";"";" ";"null";"null"
"";"null";"null";"6";"19,93";"";" ";"null";"null"
"";"null";"null";"11";"19,91";"";" ";"null";"null"
"11017";"6922163616802";"CITY AROMA, Shirataki Noodles, 340 g";"10";"19,90";"";" ";"";""
"17715";"044738102377";"MAE PLOY, Thai Currypaste Massaman, 400g";"7";"19,84";"";" ";"MAE PLOY";""
"19037";"8850035081343";"Pigeon Brand, eingelegter Senf, 300 g";"10";"19,80";"";" ";"Pigeon Brand";""
"";"null";"null";"10";"19,80";"";" ";"null";"null"
"";"null";"null";"8";"19,60";"";" ";"null";"null"
"";"null";"null";"40";"19,60";"";" ";"null";"null"
"";"null";"null";"7";"19,60";"";" ";"null";"null"
"";"null";"null";"10";"19,50";"";" ";"null";"null"
"";"null";"null";"3";"19,50";"";" ";"null";"null"
"38021";"4260316130112";"Treiber Tofu, Frittiert Tofu, 350 g";"8";"19,50";"";" ";"";""
"";"null";"null";"5";"19,50";"";" ";"null";"null"
"";"null";"null";"5";"19,45";"";" ";"null";"null"
"";"null";"null";"2";"19,38";"";" ";"null";"null"
"";"null";"null";"2";"19,38";"";" ";"null";"null"
"";"null";"null";"2";"19,38";"";" ";"null";"null"
"";"null";"null";"2";"19,38";"";" ";"null";"null"
"";"null";"null";"11";"19,25";"";" ";"null";"null"
"";"null";"null";"7";"19,25";"";" ";"null";"null"
"";"null";"null";"12";"19,20";"";" ";"null";"null"
"";"null";"null";"16";"19,08";"";" ";"null";"null"
"";"null";"null";"10";"19,00";"";" ";"null";"null"
"";"null";"null";"1";"19,00";"";" ";"null";"null"
"39048";"8717703620689";"39048";"10";"19,00";"";" ";"GOLDEN TURTLE";""
"";"null";"null";"15";"19,00";"";" ";"null";"null"
"";"null";"null";"6";"19,00";"";" ";"null";"null"
"";"null";"null";"2";"19,00";"";" ";"null";"null"
"";"null";"null";"6";"18,98";"";" ";"null";"null"
"";"null";"null";"10";"18,90";"";" ";"null";"null"
"";"null";"null";"10";"18,90";"";" ";"null";"null"
"16062";"8717703620566";"Golden Turtle, Whole Galanga, 250gr";"10";"18,90";"";" ";"";""
"";"null";"null";"10";"18,90";"";" ";"null";"null"
"";"null";"null";"7";"18,83";"";" ";"null";"null"
"";"null";"null";"19";"18,81";"";" ";"null";"null"
"";"null";"null";"13";"18,60";"";" ";"null";"null"
"";"null";"null";"5";"18,45";"";" ";"null";"null"
"";"null";"null";"5";"18,45";"";" ";"null";"null"
"";"null";"null";"13";"18,24";"";" ";"null";"null"
"";"null";"null";"4";"18,00";"";" ";"null";"null"
"";"null";"null";"15";"18,00";"";" ";"null";"null"
"";"null";"null";"1";"18,00";"";" ";"null";"null"
"14791";"";"FINNA, Emping Melindjo, 500gr";"4";"18,00";"";" ";"";""
"17123";"8994196101059";"MUNIK, Curryhähnchen Gewürze, 100 g";"4";"18,00";"";" ";"";""
"";"null";"null";"12";"18,00";"";" ";"null";"null"
"";"null";"null";"1";"18,00";"";" ";"null";"null"
"";"null";"null";"4";"18,00";"";" ";"null";"null"
"";"null";"null";"4";"18,00";"";" ";"null";"null"
"";"null";"null";"6";"18,00";"";" ";"null";"null"
"";"null";"null";"4";"18,00";"";" ";"null";"null"
"39046";"8720301106479";"Lumpia Tsingtao, 30pcsx15gr, 450gr";"7";"17,98";"";" ";"";""
"";"null";"null";"9";"17,91";"";" ";"null";"null"
"";"null";"null";"9";"17,91";"";" ";"null";"null"
"";"null";"null";"7";"17,87";"";" ";"null";"null"
"";"null";"null";"6";"17,86";"";" ";"null";"null"
"51048";"8997234000192";"IDN.CO, Indonesischer Premium Kaffee JAVA PREANGER, 100g";"3";"17,85";"";" ";"IDN.CO";""
"";"null";"null";"3";"17,85";"";" ";"null";"null"
"";"null";"null";"15";"17,85";"";" ";"null";"null"
"";"null";"null";"9";"17,71";"";" ";"null";"null"
"";"null";"null";"9";"17,67";"";" ";"null";"null"
"";"null";"null";"9";"17,62";"";" ";"null";"null"
"19035";"857451000314";"MEGA, Sardine in Chili - Tomatensoße, 155 g";"13";"17,53";"";" ";"MEGA";""
"";"null";"null";"3";"17,52";"";" ";"null";"null"
"";"null";"null";"9";"17,51";"";" ";"null";"null"
"";"null";"null";"5";"17,50";"";" ";"null";"null"
"";"null";"null";"7";"17,50";"";" ";"null";"null"
"";"null";"null";"5";"17,50";"";" ";"null";"null"
"";"null";"null";"7";"17,50";"";" ";"null";"null"
"";"null";"null";"5";"17,50";"";" ";"null";"null"
"";"null";"null";"7";"17,50";"";" ";"null";"null"
"";"null";"null";"5";"17,50";"";" ";"null";"null"
"32178";"";"Medjool Datten, 450 g";"2";"17,50";"";" ";"Medjool";""
"17090";"044738102384";"MAE PLOY, Thai Currypaste Gelb, 400 g";"6";"17,49";"";" ";"MAE PLOY";""
"";"null";"null";"11";"17,49";"";" ";"null";"null"
"";"null";"null";"6";"17,34";"";" ";"null";"null"
"";"null";"null";"6";"17,34";"";" ";"null";"null"
"";"null";"null";"6";"17,34";"";" ";"null";"null"
"";"null";"null";"5";"17,33";"";" ";"null";"null"
"";"null";"null";"15";"17,25";"";" ";"null";"null"
"";"null";"null";"11";"17,20";"";" ";"null";"null"
"";"null";"null";"9";"17,01";"";" ";"null";"null"
"";"null";"null";"34";"16,95";"";" ";"null";"null"
"";"null";"null";"1";"16,95";"";" ";"null";"null"
"";"null";"null";"1";"16,95";"";" ";"null";"null"
"35079";"8992984850516";"KOEPOE-KOEPOE, Hell Gelber Lebensmittelfarbe, 30 ml";"9";"16,91";"";" ";"KOEPOE-KOEPOE";""
"";"null";"null";"10";"16,90";"";" ";"null";"null"
"";"null";"null";"7";"16,77";"";" ";"null";"null"
"";"null";"null";"3";"16,66";"";" ";"null";"null"
"";"null";"null";"3";"16,50";"";" ";"null";"null"
"";"null";"null";"3";"16,50";"";" ";"null";"null"
"";"null";"null";"11";"16,50";"";" ";"null";"null"
"";"null";"null";"3";"16,50";"";" ";"null";"null"
"";"null";"null";"11";"16,35";"";" ";"null";"null"
"";"null";"null";"6";"16,14";"";" ";"null";"null"
"";"null";"null";"14";"16,10";"";" ";"null";"null"
"";"null";"null";"3";"16,07";"";" ";"null";"null"
"81016";"8995079400221";"DUA KEMIRI, Haar Öl, 50ml";"4";"16,00";"";" ";"DUA KEMIRI";""
"";"null";"null";"3";"16,00";"";" ";"null";"null"
"14586";"8991002105423";"Kapal Api, Kaffeepulver, 165 g";"4";"16,00";"";" ";"";""
"";"null";"null";"4";"15,96";"";" ";"null";"null"
"";"null";"null";"4";"15,96";"";" ";"null";"null"
"";"null";"null";"6";"15,95";"";" ";"null";"null"
"";"null";"null";"5";"15,95";"";" ";"null";"null"
"";"null";"null";"5";"15,95";"";" ";"null";"null"
"";"null";"null";"8";"15,92";"";" ";"null";"null"
"";"null";"null";"8";"15,92";"";" ";"null";"null"
"";"null";"null";"8";"15,92";"";" ";"null";"null"
"";"null";"null";"8";"15,92";"";" ";"null";"null"
"";"null";"null";"8";"15,92";"";" ";"null";"null"
"";"null";"null";"16";"15,84";"";" ";"null";"null"
"";"null";"null";"8";"15,82";"";" ";"null";"null"
"";"null";"null";"9";"15,75";"";" ";"null";"null"
"";"null";"null";"8";"15,72";"";" ";"null";"null"
"14655";"";"CHAOKOH, Kokosmilch, 500mL";"8";"15,72";"";" ";"CHAOKOH";""
"";"null";"null";"9";"15,64";"";" ";"null";"null"
"";"null";"null";"13";"15,60";"";" ";"null";"null"
"";"null";"null";"13";"15,60";"";" ";"null";"null"
"";"null";"null";"6";"15,54";"";" ";"null";"null"
"";"null";"null";"8";"15,52";"";" ";"null";"null"
"56036";"8850389106433";"MOGU-MOGU, Kokosgeschmack mit Nata de Coco, 320ml";"13";"15,50";"";" ";"MOGU-MOGU";""
"29024";"8715266000009";"UDANG MAS, Lange Garnelen Chips, 60 g";"13";"15,50";"";" ";"UDANG MAS";""
"35082";"8992984820816";"KOEPOE-KOEPOE, Hefe (Gist Korels), 65g";"9";"15,40";"";" ";"KOEPOE-KOEPOE";""
"";"null";"null";"48";"15,24";"";" ";"null";"null"
"";"null";"null";"4";"15,15";"";" ";"null";"null"
"";"null";"null";"8";"15,12";"";" ";"null";"null"
"54025";"749921005946";"NUTRISARI, American Sweet Orange 10 x 14 gr";"5";"15,00";"";" ";"";""
"32170";"8992942307175";"KINO, Durian Bonbon, 125 g";"10";"15,00";"";" ";"NESIA";""
"";"null";"null";"10";"15,00";"";" ";"null";"null"
"27010";"6927028302081";"JHFOODS, getrocknete Seetang Yaki Nori (Silver), 25 g";"6";"15,00";"";" ";"";""
"";"null";"null";"15";"15,00";"";" ";"null";"null"
"";"null";"null";"6";"15,00";"";" ";"null";"null"
"21103";"8995899215159";"KOBE, BonCabe Max End lvl 50, 30gr";"5";"15,00";"";" ";"";""
"";"null";"null";"2";"15,00";"";" ";"null";"null"
"";"null";"null";"2";"15,00";"";" ";"null";"null"
"";"null";"null";"6";"15,00";"";" ";"null";"null"
"70018";"8997010490407";"ORCHID, Dandang serbaguna, 28cm";"1";"15,00";"";" ";"ORCHID";""
"27008";"6927028302098";"JHFOODS, getrocknete Seetang Yaki Nori (Gold), 25 g";"6";"15,00";"";" ";"JHFOODS";""
"";"null";"null";"3";"14,97";"";" ";"null";"null"
"";"null";"null";"3";"14,97";"";" ";"null";"null"
"";"null";"null";"6";"14,95";"";" ";"null";"null"
"";"null";"null";"5";"14,95";"";" ";"null";"null"
"";"null";"null";"13";"14,95";"";" ";"null";"null"
"";"null";"null";"9";"14,94";"";" ";"null";"null"
"";"null";"null";"10";"14,85";"";" ";"null";"null"
"";"null";"null";"38";"14,82";"";" ";"null";"null"
"";"null";"null";"10";"14,79";"";" ";"null";"null"
"";"null";"null";"8";"14,78";"";" ";"null";"null"
"";"null";"null";"4";"14,76";"";" ";"null";"null"
"14395";"8994291101053";"KUDA MENJANGAN, Eiernudeln, 200 g";"8";"14,74";"";" ";"KUDA MENJANGAN";""
"17133";"8999999559496";"BANGO, Aceh gebratene Nudeln Würzpaste, 25g";"12";"14,74";"";" ";"";""
"";"null";"null";"8";"14,55";"";" ";"null";"null"
"17089";"044738102346";"Currypaste Rot, 400g";"5";"14,54";"";" ";"";""
"";"null";"null";"1";"14,54";"";" ";"null";"null"
"";"null";"null";"5";"14,45";"";" ";"null";"null"
"";"null";"null";"12";"14,28";"";" ";"null";"null"
"";"null";"null";"12";"14,28";"";" ";"null";"null"
"";"null";"null";"11";"14,19";"";" ";"null";"null"
"13062";"8850088000438";"SMILING FISH, Gebratene Makrele mit Chili Söße, 155 g";"12";"14,16";"";" ";"SMILING FISH";""
"";"null";"null";"5";"14,15";"";" ";"null";"null"
"";"null";"null";"6";"14,10";"";" ";"null";"null"
"";"null";"null";"4";"14,00";"";" ";"null";"null"
"";"null";"null";"4";"14,00";"";" ";"null";"null"
"";"null";"null";"4";"14,00";"";" ";"null";"null"
"32173";"8690504115052";"Ülker, Biskrem Duo, 130g";"14";"14,00";"";" ";"";""
"";"null";"null";"4";"14,00";"";" ";"null";"null"
"";"null";"null";"4";"14,00";"";" ";"null";"null"
"";"null";"null";"4";"14,00";"";" ";"null";"null"
"";"null";"null";"4";"14,00";"";" ";"null";"null"
"";"null";"null";"4";"14,00";"";" ";"null";"null"
"";"null";"null";"4";"14,00";"";" ";"null";"null"
"";"null";"null";"4";"14,00";"";" ";"null";"null"
"";"null";"null";"4";"14,00";"";" ";"null";"null"
"";"null";"null";"1";"13,99";"";" ";"null";"null"
"";"null";"null";"10";"13,98";"";" ";"null";"null"
"";"null";"null";"7";"13,93";"";" ";"null";"null"
"";"null";"null";"7";"13,93";"";" ";"null";"null"
"";"null";"null";"7";"13,93";"";" ";"null";"null"
"";"null";"null";"7";"13,93";"";" ";"null";"null"
"";"null";"null";"6";"13,80";"";" ";"null";"null"
"";"null";"null";"12";"13,80";"";" ";"null";"null"
"";"null";"null";"35";"13,65";"";" ";"null";"null"
"";"null";"null";"35";"13,65";"";" ";"null";"null"
"";"null";"null";"9";"13,50";"";" ";"null";"null"
"";"null";"null";"3";"13,50";"";" ";"null";"null"
"17129";"8994196101011";"MUNIK, Sauere Gemüse Suppe Gewürze, 180 g";"3";"13,50";"";" ";"";""
"17127";"8994196101110";"MUNIK, Pesmol Fisch Gewürze, 105 g";"3";"13,50";"";" ";"";""
"17124";"8994196101066";"MUNIK, Tom Yam Gewürze, 130 g";"3";"13,50";"";" ";"";""
"17122";"8994196101028";"MUNIK, Gebratenes Hähnchen Gewürze, 180 g";"3";"13,50";"";" ";"";""
"";"null";"null";"11";"13,50";"";" ";"null";"null"
"";"null";"null";"1";"13,49";"";" ";"null";"null"
"";"null";"null";"14";"13,46";"";" ";"null";"null"
"";"null";"null";"7";"13,30";"";" ";"null";"null"
"";"null";"null";"7";"13,30";"";" ";"null";"null"
"";"null";"null";"6";"13,28";"";" ";"null";"null"
"";"null";"null";"27";"13,23";"";" ";"null";"null"
"";"null";"null";"3";"13,21";"";" ";"null";"null"
"35075";"8992984850813";"KOEPOE-KOEPOE, Orange Lebensmittelfarbe, 30 ml";"7";"13,21";"";" ";"KOEPOE-KOEPOE";""
"";"null";"null";"11";"13,20";"";" ";"null";"null"
"";"null";"null";"11";"13,20";"";" ";"null";"null"
"";"null";"null";"11";"13,20";"";" ";"null";"null"
"";"null";"null";"26";"13,00";"";" ";"null";"null"
"14922";"8719327412084";"Ramadan Medjoul Dates, 800 gr";"2";"13,00";"kurma";" ";"";""
"";"null";"null";"1";"13,00";"";" ";"null";"null"
"";"null";"null";"1";"13,00";"";" ";"null";"null"
"";"null";"null";"4";"13,00";"";" ";"null";"null"
"";"null";"null";"5";"12,95";"";" ";"null";"null"
"";"null";"null";"5";"12,95";"";" ";"null";"null"
"";"null";"null";"10";"12,90";"";" ";"null";"null"
"";"null";"null";"33";"12,87";"";" ";"null";"null"
"";"null";"null";"7";"12,79";"";" ";"null";"null"
"";"null";"null";"15";"12,75";"";" ";"null";"null"
"";"null";"null";"8";"12,72";"";" ";"null";"null"
"";"null";"null";"11";"12,65";"";" ";"null";"null"
"";"null";"null";"4";"12,60";"";" ";"null";"null"
"13013";"4898828031025";"KNOR, Maisstärke, 420g";"5";"12,57";"";" ";"";""
"";"null";"null";"9";"12,57";"";" ";"null";"null"
"21102";"8999999558406";"JAWARA, Saus Cabe Extra Hot 250ml";"5";"12,50";"";" ";"";""
"";"null";"null";"5";"12,50";"";" ";"null";"null"
"";"null";"null";"5";"12,50";"";" ";"null";"null"
"";"null";"null";"5";"12,50";"";" ";"null";"null"
"";"null";"null";"5";"12,50";"";" ";"null";"null"
"";"null";"null";"5";"12,50";"";" ";"null";"null"
"";"null";"null";"9";"12,50";"";" ";"null";"null"
"27006";"8717703610581";"Sushi Matte inkl. Holzloeffel, 75 g";"5";"12,50";"";" ";"H&S";""
"";"null";"null";"5";"12,50";"";" ";"null";"null"
"";"null";"null";"10";"12,40";"";" ";"null";"null"
"";"null";"null";"5";"12,25";"";" ";"null";"null"
"27003";"8005734100059";"SUN CLAD, Beras Jepang (Sushi Rice), 1kg";"4";"12,20";"";" ";"SUN CLAD";""
"";"null";"null";"7";"12,17";"";" ";"null";"null"
"";"null";"null";"8";"12,17";"";" ";"null";"null"
"";"null";"null";"6";"12,09";"";" ";"null";"null"
"";"null";"null";"2";"12,00";"";" ";"null";"null"
"";"null";"null";"3";"12,00";"";" ";"null";"null"
"";"null";"null";"10";"12,00";"";" ";"null";"null"
"";"null";"null";"4";"12,00";"";" ";"null";"null"
"";"null";"null";"3";"12,00";"";" ";"null";"null"
"54024";"749921006110";"NUTRISARI, Florida Orange 10 x 14 gr";"4";"12,00";"";" ";"";""
"";"null";"null";"8";"12,00";"";" ";"null";"null"
"70024";"4900920";"Lumpur-Kuchenform aluminium";"2";"12,00";"";" ";"Mutiara SK";""
"10082";"8710161004510";"TJAP KAKI TIGA, Ketjap Medja, 1 L";"3";"11,97";"";" ";"";""
"";"null";"null";"3";"11,97";"";" ";"null";"null"
"";"null";"null";"3";"11,97";"";" ";"null";"null"
"10064";"8715266000030";"10064";"6";"11,94";"";" ";"";""
"";"null";"null";"3";"11,94";"";" ";"null";"null"
"";"null";"null";"6";"11,94";"";" ";"null";"null"
"";"null";"null";"6";"11,94";"";" ";"null";"null"
"";"null";"null";"6";"11,94";"";" ";"null";"null"
"";"null";"null";"2";"11,90";"";" ";"null";"null"
"";"null";"null";"2";"11,90";"";" ";"null";"null"
"";"null";"null";"2";"11,90";"";" ";"null";"null"
"51047";"8997234000185";"IDN.CO, Indonesischer Premium Kaffee FINE ROBUSTA, 100g";"2";"11,90";"";" ";"IDN.CO";""
"";"null";"null";"5";"11,90";"";" ";"null";"null"
"";"null";"null";"11";"11,88";"";" ";"null";"null"
"";"null";"null";"12";"11,88";"";" ";"null";"null"
"";"null";"null";"12";"11,88";"";" ";"null";"null"
"";"null";"null";"4";"11,86";"";" ";"null";"null"
"";"null";"null";"10";"11,78";"";" ";"null";"null"
"";"null";"null";"7";"11,73";"";" ";"null";"null"
"";"null";"null";"30";"11,70";"";" ";"null";"null"
